Molecule	Name
CC(CNC(N)=O)C(O)=O	3-Ureidoisobutyrate
CC(CNC1CCCCC1)OC(=O)c1ccccc1	Hexylcaine
CC(CO)C([O-])=O	3-hydroxy-2-methylpropanoate
CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	26-hydroxycholesterol
CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	7alpha,26-dihydroxycholesterol
CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	5beta-cholestane-3alpha,7alpha,26-triol
CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol
CC(COc1ccccc1)N(CCCl)Cc1ccccc1	Phenoxybenzamine
CC(C[N+](C)(C)C)OC(C)=O	Methacholine
CC(C[N+](C)(C)C)OC(N)=O	Bethanechol
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1	Fenoterol
CC(Cc1ccccc1)N(C)CC#C	Selegiline
CC(N(O)C(N)=O)c1cc2ccccc2s1	Zileuton
CC(N)C(=O)Nc1c(C)cccc1C	Tocainide
CC(N)C12CC3CC(CC(C3)C1)C2	Rimantadine
CC(N)COc1c(C)cccc1C	Mexiletine
CC(N)Cc1ccccc1	Amphetamine
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	Bupropion
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F	Bicalutamide
CC(O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1	6-Lactoyl-5,6,7,8-tetrahydropterin
CC(O)C(O)C1CNC2=NC(N)=NC(=O)C2(O)N1	4a-hydroxytetrahydrobiopterin
CC(O)C(O)C1CNC2=NC(N)=NC(=O)C2=N1	6,7-dihydrobiopterin
CC(O)C(O)C1CNc2[nH]c(N)nc(=O)c2N1	Tetrahydrobiopterin
CC(O)C(O)C1CNc2nc(N)nc(O)c2N1	5,6,7,8-tetrahydrobiopterin
CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1	Gadoteridol
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1	Lofexidine
CC(SC(=O)c1cccs1)C(=O)NCC(O)=O	Stepronin
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1	Permethrin
CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(cc3)C(O)=O)ccc12	Tamibarotene
CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O	Cilastatin
CC1(C)NC(=O)N(C1=O)c1ccc(c(c1)C(F)(F)F)[N+]([O-])=O	Nilutamide
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1	Topiramate
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	Desonide
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	Fluocinolone Acetonide
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	Flunisolide
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	Flurandrenolide
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](NC3(C)C)c3ccccc3)C(=O)N2[C@H]1C(O)=O	Hetacillin
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O	Carbenicillin
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(O)=O	Cyclacillin
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(O)=O	Penicillin V
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O	Penicillin G
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)c3ccsc3)C(=O)N2[C@H]1C(O)=O	Ticarcillin
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O	Amoxicillin
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O	Ampicillin
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(O)=O	Azidocillin
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(C)(=O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O	Mezlocillin
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O	Azlocillin
CC1(C)S[C@@H]2[C@H](\N=C\N3CCCCCC3)C(=O)N2[C@H]1C(O)=O	Amdinocillin
CC1(O)CCC2C3CCC4Cc5n[nH]cc5CC4(C)C3CCC12C	Stanozolol
CC12CC3CC(C)(C1)CC(N)(C3)C2	Memantine
CC12CCC3C(CCc4cc(O)ccc34)C1CC(OC1OC(C(O)C(O)C1O)C(O)=O)C2O	16-Glucuronide-estriol
CC12CCCCC1=CC(=O)CC2	Glycylphenylalanine
CC1=C(C=C)\C(NC1=O)=C\c1[nH]c(Cc2[nH]c(\C=C3/NC(=O)C(C=C)=C3C)c(C)c2CCC([O-])=O)c(CCC([O-])=O)c1C	bilirubin(2-)
CC1=C(C=C)\C(NC1=O)=C\c1[nH]c(\C=C2/N=C(/C=C3/NC(=O)C(C=C)=C3C)C(C)=C2CCC([O-])=O)c(CCC([O-])=O)c1C	biliverdin(2-)
CC1=C(CC(O)=O)c2cc(F)ccc2\C1=C/c1ccc(cc1)S(C)=O	Sulindac
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O	Cefradine
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(O)=O	Cefadroxil
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O)C(O)=O	Cephalexin
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1	Diazoxide
CC1C(OCCN1C)c1ccccc1	Phendimetrazine
CC1CC(CC(C)(C)C1)OC(=O)C(O)c1ccccc1	Cyclandelate
CC1CN(CCN1)c1cc2n(cc(C(O)=O)c(=O)c2c(C)c1F)C1CC1	Grepafloxacin
CC1CNC(=O)NC1=O	5,6-dihydrothymine
CC1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O	Ofloxacin
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O	Indapamide
CC1NCCOC1c1ccccc1	Phenmetrazine
CC1NCCc2cc(O)c(O)cc12	(-)-Salsolinol
CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(N)(=O)=O	Metolazone
CC1O[C@@]2(CS1)CN1CCC2CC1	Cevimeline
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1	Dienestrol
CC=CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(O)=O	Cefprozil
CC=CCC=CCCC(=O)[C@H]1O[C@H]1C(N)=O	Cerulenin
CC=O	acetaldehyde
CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O	Methohexital
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1	Diethylstilbestrol
CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl	Ethacrynic acid
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	Methadone
CCC(=O)C([O-])=O	2-Oxobutanoate
CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c1ccccc1	Fentanyl
CCC(=O)N(c1ccccc1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC	Remifentanil
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1	Sufentanil
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1	Alfentanil
CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12	Ramelteon
CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	O-Propanoylcarnitine
CCC(=O)OC(Cc1ccccc1)([C@H](C)CN(C)C)c1ccccc1	Propoxyphene
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C	Beclometasone dipropionate
CCC(=O)O[C@@]1([C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C)C(=O)CCl	Halobetasol Propionate
CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF	Fluticasone Propionate
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	Testosterone Propionate
CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@]12C	Rimexolone
CCC(=O)c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1	Propiomazine
CCC(=O)c1ccc2Sc3ccccc3N(CCN3CCN(CCO)CC3)c2c1	Carphenazine
CCC(C)C(=O)C([O-])=O	3-methyl-2-oxopentanoate
CCC(C)C(=O)SCCC(S)CCCCC(N)=O	S-(2-Methylbutanoyl)-dihydrolipoamide
CCC(C)C1(CC)C(=O)NC(=O)NC1=O	Butabarbital
CCC(C)C1(CC=C)C(=O)N(C)C(=O)N(C)C1=O	Talbutal
CCC(C)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c3ccc(Cl)cc3Cl)cc2)c1=O	Itraconazole
CCC(CC)(CC(=O)Nc1cccc(\C=C\c2nc(cs2)C2CCC2)c1)C(O)=O	Cinalukast
CCC(CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34	Methysergide
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1	Isoetharine
CCC(O)(\C=C\Cl)C#C	Ethchlorvynol
CCC(O)C(O)=O	2-Hydroxybutyrate
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	Methadyl Acetate
CCC([O-])=O	propionate
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O	Phenprocoumon
CCC1(C(=O)NC(=O)N(C)C1=O)c1ccccc1	Methylphenobarbital
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1	Heptabarbital
CCC1(C(=O)NC(=O)NC1=O)c1ccccc1	Phenobarbital
CCC1(C(=O)NCNC1=O)c1ccccc1	Primidone
CCC1(C)CC(=O)NC1=O	Ethosuximide
CCC1(C)OC(=O)N(C)C1=O	Paramethadione
CCC1(CC)C(=O)NC(=O)N(C)C1=O	Metharbital
CCC1(CC)C(=O)NCC(C)C1=O	Methyprylon
CCC1(CCC(=O)NC1=O)c1ccc(N)cc1	Aminoglutethimide
CCC1(CCC(=O)NC1=O)c1ccccc1	Glutethimide
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O	Amobarbital
CCC1(NC(=O)N(C)C1=O)c1ccccc1	Mephenytoin
CCC12CCC3C(CCC4=CC(CCC34)=NO)C1CCC2(O)C#C	Norelgestromin
CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O	Glimepiride
CCC1NC(=O)c2cc(c(Cl)cc2N1)S(N)(=O)=O	Quinethazone
CCC1c2cc(OC)c(OC)cc2C(=NN=C1C)c1ccc(OC)c(OC)c1	Tofisopam
CCC=CCC=CCC=CCCCCCCCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCCC(C)C	Cholesterol-ester-ala
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O	Acebutolol
CCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	butyryl carnitine
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC	Clevidipine
CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(C)=O	Difluprednate
CCCC(C)(COC(N)=O)COC(=O)NC(C)C	Carisoprodol
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	Pentobarbital
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	Thiopental
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	Secobarbital
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O	Thiamylal
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C	Anisotropine Methylbromide
CCCC(CCC)C(O)=O	Valproic Acid
CCCC([O-])=O	butyrate
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	Budesonide
CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)[C@@H](C(C)C)C(O)=O	Valsartan
CCCCC(=O)OCC(=O)[C@@]1(O)C[C@H](OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1	Valrubicin
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C	Estradiol valerate/Dienogest 
CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC	Misoprostol
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@H]2CCCCCCC(O)=O)O1	Lubiprostone
CCCCC1(CC)C(=O)NC(=O)NC1=O	Butethal
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1	Irbesartan
CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1	Phenylbutazone
CCCCCC(=O)\C=C\C=O	4-oxo-2-nonenal
CCCCCC(=O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC([O-])=O	15-dehydro-prostaglandin E1(1-)
CCCCCC(O)C1C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)C(C)=CC=CC=CC=CC=CC(O)C(C)OC1=O	Leucylleucine
CCCCCC(O)C=CC1C(CC(=O)C1CCCCCCC(O)=O)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O	S-(PGA1)-glutathione
CCCCCC(O)C=CC=O	4-hydroxy-2-nonenal
CCCCCC1OC1C\C=C/C\C=C/C\C=C/CCCC(O)=O	14,15-EET
CCCCCC=CCC1OC1CCCCCCCC(O)=O	9(10)-EpOME
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCCC(C)C	Cholesterol-ester-arach
CCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCCC(C)C	Cholesterol-ester-palmn
CCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	L-Octanoylcarnitine
CCCCCCCC([O-])=O	octanoate (n-C8:0)
CCCCCCCCC([O-])=O	nonanoate
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C	Nandrolone decanoate
CCCCCCCCCC([O-])=O	caprate
CCCCCCCCCCCC([O-])=O	laurate
CCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	tetradecanoyl carnitine
CCCCCCCCCCCCCC([O-])=O	myristate
CCCCCCCCCCCCCCCC(=O)OCC(O)CO	1-Acylglycerol-3P-palm
CCCCCCCCCCCCCCCC(=O)O[C@@H](CC([O-])=O)C[N+](C)(C)C	L-palmitoylcarnitine
CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C	Cholesterol-ester-palm
CCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO	(2S)-1-hydroxy-3-oxooctadecan-2-aminium
CCCCCCCCCCCCCCCC(O)=O	Hexadecanoate (n-C16:0)
CCCCCCCCCCCCCCCC([O-])=O	palmitate
CCCCCCCCCCCCCCCC=O	hexadecanal
CCCCCCCCCCCCCCCCC([O-])=O	margarate
CCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCCC(C)C	Cholesterol-ester-stea
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO	1-Acylglycerol-3P-stea
CCCCCCCCCCCCCCCCCC([O-])=O	octadecanoate (n-C18:0)
CCCCCCCCCCCCCCCCCCCC([O-])=O	arachidate
CCCCCCCCCCCCCCCCCCCCCC([O-])=O	behenate
CCCCCCCCCCCCCCCCCCCCCCCC([O-])=O	lignocerate
CCCCCCCCCCCCCCCCCCCCCCCCCC([O-])=O	cerotate
CCCCCCCCCCCCCCCCCCCCCCO	Docosanol
CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO	sphinganine(1+)
CCCCCCCCCCCCCCOS(O)(=O)=O	Sodium Tetradecyl Sulfate
CCCCCCCCCCCCC\C=C\C=O	Hexadecenal
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)CO[C@@H]1O[C@H](COS(O)(=O)=O)[C@H](O)[C@H](O)[C@H]1O	Psychosine sulfate
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H]([NH3+])CO	sphingosine(1+)
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H]([NH3+])CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	psychosine(1+)
CCCCCCCCCCCCOCCO	Polidocanol
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	Orlistat
CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1	Nonoxynol-9
CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C	Cholesterol-ester-ol
CCCCCCCC\C=C/CCCCCCCC(O)=O	Ethanolamine Oleate
CCCCCCCC\C=C/CCCCCCCC([O-])=O	oleate
CCCCCCCC\C=C/CCCCCCCCCCCCCC([O-])=O	nervonate
CCCCCCCC\C=C\CCCCCCCC([O-])=O	elaidate
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1	Fingolimod
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1	Ibutilide
CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c2ccccn2)cc1	Dabigatran etexilate
CCCCCC\C=C/CCCCCCCC([O-])=O	Hexadecenoate (n-C16:1)
CCCCCC\C=C\CCCCCCCCCC([O-])=O	trans-vaccenate
CCCCCOC(=O)Nc1nc(=O)n(cc1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O	Capecitabine
CCCCCON=O	Amyl Nitrite
CCCCC[C@@H]1O[C@@H]1C\C=C/CCCCCCCC(O)=O	12(13)-EpOME
CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O	Alprostadil
CCCCC[C@H](O)CC[C@H]1[C@H](O)C[C@@H]2Cc3c(C[C@H]12)cccc3OCC(O)=O	Treprostinil
CCCCC[C@H](O)[C@H](O)\C=C\C=C\C=C/C=C/[C@@H](O)CCCC(O)=O	Lipoxin B4
CCCCC[C@H](O)\C=C\C1=C(CCCCCCC(O)=O)C(=O)CC1	prostaglandin-b1
CCCCC[C@H](O)\C=C\C1=C(C\C=C/CCCC(O)=O)C(=O)CC1	prostaglandin-b2
CCCCC[C@H](O)\C=C\C1=CCC(=O)[C@@H]1CCCCCCC([O-])=O	prostaglandin C1(1-)
CCCCC[C@H](O)\C=C\C1=CCC(=O)[C@@H]1C\C=C/CCCC(O)=O	prostaglandin-c2
CCCCC[C@H](O)\C=C\C=C/C=C/C=C/[C@@H](O)[C@@H](O)CCCC(O)=O	Lipoxin A4
CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](CCCCCCC(O)=O)[C@@H](O)CC1=O	prostaglandin-d1
CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)C=CC1=O	Prostaglandin J2
CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC([O-])=O)[C@@H](O)CC1=O	prostaglandin D2(1-)
CCCCC[C@H](O)\C=C\[C@H]1C=CC(=O)[C@@H]1CCCCCCC([O-])=O	prostaglandin A1(1-)
CCCCC[C@H](O)\C=C\[C@H]1C=CC(=O)[C@@H]1C\C=C/CCCC(O)=O	Prostaglandin A2
CCCCC[C@H](O)\C=C\[C@H]1OC(=O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O	11-dehydrothromboxane B2
CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O	thromboxane-b2
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC([O-])=O	prostaglandin E1(1-)
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O	Dinoprostone
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC([O-])=O	prostaglandin E2(1-)
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H](O)[C@@H]1C\C=C/CCCC(O)=O	prostaglandin-f2beta
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2OC(C[C@H]12)=CCCCC(O)=O	Epoprostenol
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2O\C(C[C@H]12)=C/CCCC([O-])=O	prostaglandin I2(1-)
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC(=O)CCCCC(O)=O	6-oxo-prostaglandin F1alpha
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CCCCCCC(O)=O	prostaglandin-f1alpha
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O	Dinoprost Tromethamine
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC([O-])=O	prostaglandin F2alpha(1-)
CCCCC[C@H](O)\C=C\[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C\C=C/CCCC([O-])=O	prostaglandin H2(1-)
CCCCC[C@H](OO)\C=C\C=C/CCCCCCCC([O-])=O	13(S)-HPODE(1-)
CCCCC[C@H](OO)\C=C\C=C/C\C=C/C\C=C/CCCC([O-])=O	15(S)-HPETE(1-)
CCCCC[C@H](OO)\C=C\[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C\C=C/CCCC(O)=O	prostaglandin-g2
CCCCC[C@](C)(O)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC([O-])=O	Carboprost Tromethamine
CCCCC\C=C/CC1OC1C\C=C/C\C=C/CCCC(O)=O	11,12-EET
CCCCC\C=C/C[C@@H](O)C(O)\C=C\C(O)C\C=C/CCCC([O-])=O	(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate
CCCCC\C=C/C[C@@H]1O[C@@H]1\C=C\C(O)C\C=C/CCCC([O-])=O	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate
CCCCC\C=C/C[C@H](OO)\C=C\C=C/C\C=C/CCCC([O-])=O	12(S)-HPETE(1-)
CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](N)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O	Leukotriene D4
CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](NC(=O)CC[C@@H](N)C(O)=O)C(O)=O)[C@@H](O)CCCC(O)=O	leukotriene F4
CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(=O)NCC([O-])=O)[C@@H](O)CCCC([O-])=O	leukotriene C4(2-)
CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H]([NH3+])C([O-])=O)[C@@H](O)CCCC([O-])=O	leukotriene E4(1-)
CCCCC\C=C/C\C=C/C=C/C=C/[C@@H]1O[C@H]1CCCC([O-])=O	leukotriene A4(1-)
CCCCC\C=C/C\C=C/CC1OC1C\C=C/CCCC(O)=O	8,9-EET
CCCCC\C=C/C\C=C/CCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C	Cholesterol-ester-lin
CCCCC\C=C/C\C=C/CCCCCCCC([O-])=O	linoleate
CCCCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCC(O)=O	5(S)-HETE
CCCCC\C=C/C\C=C/C\C=C/C=C/[C@H](CCCC([O-])=O)OO	5(S)-HPETE(1-)
CCCCC\C=C/C\C=C/C\C=C/CC1OC1CCCC(O)=O	5,6-EET
CCCCC\C=C/C\C=C/C\C=C/CCCCC([O-])=O	gamma-linolenate
CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O	Dihomo-gamma-linolenate
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCC([O-])=O	N-arachidonoylglycinate
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO	Anandamide
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC(CO)CO	2-Arachidonoylglycerol
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(O)=O	adrenic acid
CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O	docosa-4,7,10,13,16-pentaenoic acid
